{'emoticons': {'Love': 1, 'Like': 104, 'Wow': 49, 'Haha': 1, 'Sad': 294, 'Angry': 30}, 'feature_emotion': [u'0.146862', u'0.179116', u'0.096048', u'0.564173', u'0.423398']}
{'emoticons': {'Love': 1, 'Like': 106, 'Wow': 24, 'Haha': 0, 'Sad': 10, 'Angry': 30}, 'feature_emotion': [u'0.102144', u'0.089416', u'0.584417', u'0.488484', u'0.444958']}
{'emoticons': {'Love': 15, 'Like': 226, 'Wow': 138, 'Haha': 7, 'Sad': 340, 'Angry': 1}, 'feature_emotion': [u'0.401303', u'0.20804', u'0.451313', u'0.468072', u'0.412728']}
{'emoticons': {'Love': 17, 'Like': 239, 'Wow': 2, 'Haha': 2, 'Sad': 0, 'Angry': 0}, 'feature_emotion': [u'0.075402', u'0.566083', u'0.074973', u'0.456496', u'0.430206']}
{'emoticons': {'Love': 4, 'Like': 460, 'Wow': 125, 'Haha': 559, 'Sad': 75, 'Angry': 433}, 'feature_emotion': [u'0.143796', u'0.21177', u'0.120762', u'0.559374', u'0.41373']}
{'emoticons': {'Love': 1, 'Like': 159, 'Wow': 7, 'Haha': 1, 'Sad': 106, 'Angry': 36}, 'feature_emotion': [u'0.066006', u'0.507893', u'0.470588', u'0.493853', u'0.188761']}
{'emoticons': {'Love': 38, 'Like': 339, 'Wow': 1, 'Haha': 7, 'Sad': 3, 'Angry': 3}, 'feature_emotion': [u'0.116004', u'0.494317', u'0.428586', u'0.513163', u'0.120832']}
{'emoticons': {'Love': 58, 'Like': 1112, 'Wow': 44, 'Haha': 187, 'Sad': 28, 'Angry': 50}, 'feature_emotion': [u'0.153206', u'0.489962', u'0.413825', u'0.475811', u'0.447933']}
{'emoticons': {'Love': 8, 'Like': 218, 'Wow': 21, 'Haha': 7, 'Sad': 141, 'Angry': 247}, 'feature_emotion': [u'0.140263', u'0.158486', u'0.185252', u'0.510324', u'0.419152']}
{'emoticons': {'Love': 2, 'Like': 103, 'Wow': 1, 'Haha': 1, 'Sad': 0, 'Angry': 0}, 'feature_emotion': [u'0.084574', u'0.534778', u'0.096373', u'0.279724', u'0.078692']}
{'emoticons': {'Love': 13, 'Like': 207, 'Wow': 9, 'Haha': 0, 'Sad': 0, 'Angry': 0}, 'feature_emotion': [u'0.436492', u'0.134868', u'0.182462', u'0.485598', u'0.133292']}
{'emoticons': {'Love': 8, 'Like': 338, 'Wow': 36, 'Haha': 124, 'Sad': 8, 'Angry': 243}, 'feature_emotion': [u'0.210582', u'0.203675', u'0.166057', u'0.314759', u'0.486624']}
{'emoticons': {'Love': 19, 'Like': 551, 'Wow': 84, 'Haha': 272, 'Sad': 22, 'Angry': 612}, 'feature_emotion': [u'0.121123', u'0.18873', u'0.430008', u'0.552378', u'0.181588']}
{'emoticons': {'Love': 50, 'Like': 1003, 'Wow': 41, 'Haha': 27, 'Sad': 209, 'Angry': 40}, 'feature_emotion': [u'0.456106', u'0.44693', u'0.187634', u'0.524776', u'0.452426']}
{'emoticons': {'Love': 6, 'Like': 217, 'Wow': 10, 'Haha': 8, 'Sad': 1, 'Angry': 2}, 'feature_emotion': [u'0.137289', u'0.262751', u'0.188911', u'0.471106', u'0.156733']}
{'emoticons': {'Love': 97, 'Like': 2827, 'Wow': 1463, 'Haha': 281, 'Sad': 161, 'Angry': 1953}, 'feature_emotion': [u'0.45577', u'0.205277', u'0.166936', u'0.540386', u'0.41737']}
{'emoticons': {'Love': 66, 'Like': 4710, 'Wow': 122, 'Haha': 759, 'Sad': 712, 'Angry': 405}, 'feature_emotion': [u'0.187377', u'0.1293', u'0.147442', u'0.519608', u'0.16486']}
{'emoticons': {'Love': 191, 'Like': 694, 'Wow': 8, 'Haha': 3, 'Sad': 30, 'Angry': 0}, 'feature_emotion': [u'0.099544', u'0.276387', u'0.106704', u'0.566204', u'0.537257']}
{'emoticons': {'Love': 63, 'Like': 427, 'Wow': 17, 'Haha': 9, 'Sad': 15, 'Angry': 95}, 'feature_emotion': [u'0.267076', u'0.087868', u'0.174869', u'0.42526', u'0.115253']}
{'emoticons': {'Love': 27, 'Like': 336, 'Wow': 3, 'Haha': 20, 'Sad': 0, 'Angry': 6}, 'feature_emotion': [u'0.13777', u'0.137808', u'0.510298', u'0.482378', u'0.176861']}
{'emoticons': {'Love': 2, 'Like': 68, 'Wow': 3, 'Haha': 36, 'Sad': 1, 'Angry': 12}, 'feature_emotion': [u'0.114242', u'0.458432', u'0.142181', u'0.515205', u'0.14759']}
{'emoticons': {'Love': 49, 'Like': 480, 'Wow': 20, 'Haha': 20, 'Sad': 15, 'Angry': 122}, 'feature_emotion': [u'0.267076', u'0.087868', u'0.174869', u'0.42526', u'0.115253']}
